Designation OSE;Localisation;Type de structure;Taille;Secteurs;Sous-secteurs;Activités;Extra - Fourniture de service;Extra - Établissement principal;Resultat;Points d'attention;Code
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Fabrication;Fabrication de machines et équipements n.c.a.;Fabrication d'autres machines d'usage général - Fabrication de fours et brûleurs et d'équipements fixes de chauffage domestique - Fabrication de matériel de levage et de manutention - Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques) - Fabrication d'outillage portatif à moteur incorporé - Fabrication d'équipements aérauliques et frigorifiques industriels - Fabrication de machines diverses d'usage général;-;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1473
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Fabrication;Fabrication de machines et équipements n.c.a.;Fabrication de machines agricoles et forestières;-;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1474
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Fabrication;Fabrication de machines et équipements n.c.a.;Fabrication de machines de formage des métaux et de machines-outils;-;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1475
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Fabrication;Fabrication de machines et équipements n.c.a.;Fabrication d'autres machines d'usage spécifique - Fabrication de machines pour la métallurgie - Fabrication de machines pour l'extraction ou la construction - Fabrication de machines pour l'industrie agroalimentaire - Fabrication de machines pour les industries textiles et du cuir - Fabrication de machines pour les industries du papier et du carton - Fabrication de machines pour le travail du caoutchouc ou des plastiques - Fabrication de machines de fabrication additive - Fabrication d'autres machines d'usage spécifique n.c.a.;-;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1476
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Fabrication;Fabrication de machines et équipements n.c.a.;Autre activité;-;-;Non régulée;#OSE, #CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1477
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Fabrication;Construction de véhicules automobiles, remorques et semi- remorques;Construction de véhicules automobiles;-;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1478
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Fabrication;Construction de véhicules automobiles, remorques et semi- remorques;"Fabrication de carrosseries de véhicules automobiles; fabrication de remorques et de semi-remorques";-;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1479
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Fabrication;Construction de véhicules automobiles, remorques et semi- remorques;Fabrication d'équipements automobiles - Fabrication d'équipements électriques et électroniques automobiles - Fabrication d'autres équipements automobiles;-;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1480
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Fabrication;Construction de véhicules automobiles, remorques et semi- remorques;Autre activité;-;-;Non régulée;#OSE, #CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1481
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Fabrication;Fabrication d'autres matériels de transport;Construction navale;-;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1482
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Fabrication;Fabrication d'autres matériels de transport;Construction de navires et de structures flottantes civiles;-;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1483
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Fabrication;Fabrication d'autres matériels de transport;Construction de bateaux de plaisance;-;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1484
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Fabrication;Fabrication d'autres matériels de transport;Construction de bateaux et navires militaires;-;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1485
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Fabrication;Fabrication d'autres matériels de transport;Construction de locomotives et d'autre matériel ferroviaire roulant;-;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1486
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Fabrication;Fabrication d'autres matériels de transport;Construction aéronautique et spatiale - Construction aéronautique et spatiale civile - Construction aéronautique et spatiale militaire;-;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1487
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Fabrication;Fabrication d'autres matériels de transport;Construction de véhicules militaires de combat;-;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1488
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Fabrication;Fabrication d'autres matériels de transport;Fabrication de matériels de transport n.c.a. - Fabrication de motocycles - Fabrication de bicyclettes et de véhicules pour invalides - Fabrication d'autres équipements de transport n.c.a.;-;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1489
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Fabrication;Fabrication d'autres matériels de transport;Autre activité;-;-;Non régulée;#OSE, #CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1490
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Fabrication;Autre sous-secteur;-;-;-;Non régulée;#OSE, #CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1491
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Fabrication, production et distribution de produits chimiques;-;Entreprises procédant à la fabrication de substances et à la distribution de substances ou de mélanges et entreprises procédant à la production d'articles, à partir de substances ou de mélanges;-;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1492
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Fabrication, production et distribution de produits chimiques;-;Autre activité;-;-;Non régulée;#OSE, #CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1493
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Gestion des déchets;-;Entreprises exécutant des opérations de gestion des déchets, à l'exclusion des entreprises pour lesquelles la gestion des déchets n'est pas la principale activité économique;-;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1494
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Gestion des déchets;-;Autre activité;-;-;Non régulée;#OSE, #CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1495
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Infrastructure des marchés financiers;-;Exploitants de plates-formes de négociation;-;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique, #DORA;R1496
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Infrastructure des marchés financiers;-;Contreparties centrales;-;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique, #DORA;R1497
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Infrastructure des marchés financiers;-;Autre activité;-;-;Non régulée;#OSE, #CriteresDePossibleInclusion, #DORA, #ResilienceEntiteCritique;R1498
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Production transformation et distribution de denrées alimentaires;-;Entreprises du secteur alimentaire qui exercent des activités de distribution en gros ainsi que de production et de transformation industrielles;-;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1499
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Production transformation et distribution de denrées alimentaires;-;Autre activité;-;-;Non régulée;#OSE, #CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1500
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Recherche;-;Organismes de recherche;-;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1501
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Recherche;-;Autre activité;-;-;Non régulée;#OSE, #CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1502
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Santé;-;Prestataires de soins de santé;-;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1503
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Santé;-;Laboratoires de référence de l'Union européenne;-;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1504
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Santé;-;Entités exerçant des activités de recherche et de développement dans le domaine des médicaments;-;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1505
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Santé;-;Entités fabriquant des produits pharmaceutiques de base et des préparations pharmaceutiques;-;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1506
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Santé;-;Entités fabriquant des dispositifs médicaux considérés comme critiques en cas d'urgence de santé publique;-;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1507
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Santé;-;Autre activité;-;-;Non régulée;#OSE, #CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1508
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Services postaux et d'expédition;-;Prestataires de services postaux, y compris les prestataires de services d'expédition;-;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1509
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Services postaux et d'expédition;-;Autre activité;-;-;Non régulée;#OSE, #CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1510
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Transports;Aériens;Transporteurs aériens à des fins commerciales;-;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1511
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Transports;Aériens;Entités gestionnaires d'aéroports, aéroports, y compris les aéroports du réseau central, et entités exploitant les installations annexes se trouvant dans les aéroports;-;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1512
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Transports;Aériens;Services du contrôle de la circulation aérienne;-;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1513
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Transports;Aériens;Autre activité;-;-;Non régulée;#OSE, #CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1514
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Transports;Ferroviaires;Gestionnaires des infrastructures;-;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1515
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Transports;Ferroviaires;Entreprises ferroviaires, y compris les exploitants d'installation de service;-;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1516
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Transports;Ferroviaires;Autre activité;-;-;Non régulée;#OSE, #CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1517
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Transports;Par eau;Sociétés de transport par voie d'eau intérieure, maritime et côtier de passagers et de fret, à l'exclusion des navires exploités à titre individuel par ces sociétés;-;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1518
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Transports;Par eau;Entités gestionnaires des ports, y compris les installations portuaires, ainsi que les entités exploitant des infrastructures et des équipements à l'intérieur des ports;-;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1519
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Transports;Par eau;Exploitants de services de trafic maritime (STM);-;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1520
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Transports;Par eau;Autre activité;-;-;Non régulée;#OSE, #CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1521
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Transports;Routiers;Autorités routières chargées du contrôle de la gestion de la circulation, à l'exclusion des entités publiques pour lesquelles la gestion de la circulation ou l'exploitation de systèmes de transport intelligents constituent une partie non essentielle de leur activité générale;-;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1522
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Transports;Routiers;Exploitants de systèmes de transport intelligents;-;-;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1523
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Transports;Routiers;Autre activité;-;-;Non régulée;#OSE, #CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1524
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Transports;Autre sous-secteur;-;-;-;Non régulée;#OSE, #CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1525
Ne sait pas;France;Entreprise privée ou publique;Moyenne;Autre secteur d'activité;-;-;-;-;Non régulée;#OSE;R1526
Ne sait pas;France;Entreprise privée ou publique;Grande;Infrastructure numérique;-;Fournisseur de réseaux de communications électroniques publics;France;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1527
Ne sait pas;France;Entreprise privée ou publique;Grande;Infrastructure numérique;-;Fournisseur de réseaux de communications électroniques publics;Autres États membres de l'Union Européenne;-;Régulée, sans précision EE/EI;#OSE, #TelecomAutresEMdelUEUniquement;R1528
Ne sait pas;France;Entreprise privée ou publique;Grande;Infrastructure numérique;-;Fournisseur de réseaux de communications électroniques publics;Autres États hors Union Européenne;-;Non régulée;#OSE;R1529
Ne sait pas;France;Entreprise privée ou publique;Grande;Infrastructure numérique;-;Fournisseur de réseaux de communications électroniques publics;France + Autres États membres de l'Union Européenne;-;Régulée EE;#TelecomFranceEtAutresEMdelUE, #MecanismeExemptionSecuriteNationale;R1530
Ne sait pas;France;Entreprise privée ou publique;Grande;Infrastructure numérique;-;Fournisseur de réseaux de communications électroniques publics;France + Autres États hors Union Européenne;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1531
Ne sait pas;France;Entreprise privée ou publique;Grande;Infrastructure numérique;-;Fournisseur de réseaux de communications électroniques publics;Autres États membres de l'Union Européenne + Autres États hors Union Européenne;-;Régulée, sans précision EE/EI;#OSE, #TelecomAutresEMdelUEUniquement;R1532
Ne sait pas;France;Entreprise privée ou publique;Grande;Infrastructure numérique;-;Fournisseur de réseaux de communications électroniques publics;France + Autres États membres de l'Union Européenne + Autres États hors Union Européenne;-;Régulée EE;#TelecomFranceEtAutresEMdelUE, #MecanismeExemptionSecuriteNationale;R1533
Ne sait pas;France;Entreprise privée ou publique;Grande;Infrastructure numérique;-;Fournisseur de services de communications électroniques accessibles au public;France;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1534
Ne sait pas;France;Entreprise privée ou publique;Grande;Infrastructure numérique;-;Fournisseur de services de communications électroniques accessibles au public;Autres États membres de l'Union Européenne;-;Régulée, sans précision EE/EI;#OSE, #TelecomAutresEMdelUEUniquement;R1535
Ne sait pas;France;Entreprise privée ou publique;Grande;Infrastructure numérique;-;Fournisseur de services de communications électroniques accessibles au public;Autres États hors Union Européenne;-;Non régulée;#OSE;R1536
Ne sait pas;France;Entreprise privée ou publique;Grande;Infrastructure numérique;-;Fournisseur de services de communications électroniques accessibles au public;France + Autres États membres de l'Union Européenne;-;Régulée EE;#TelecomFranceEtAutresEMdelUE, #MecanismeExemptionSecuriteNationale;R1537
Ne sait pas;France;Entreprise privée ou publique;Grande;Infrastructure numérique;-;Fournisseur de services de communications électroniques accessibles au public;France + Autres États hors Union Européenne;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1538
Ne sait pas;France;Entreprise privée ou publique;Grande;Infrastructure numérique;-;Fournisseur de services de communications électroniques accessibles au public;Autres États membres de l'Union Européenne + Autres États hors Union Européenne;-;Régulée, sans précision EE/EI;#OSE, #TelecomAutresEMdelUEUniquement;R1539
Ne sait pas;France;Entreprise privée ou publique;Grande;Infrastructure numérique;-;Fournisseur de services de communications électroniques accessibles au public;France + Autres États membres de l'Union Européenne + Autres États hors Union Européenne;-;Régulée EE;#TelecomFranceEtAutresEMdelUE, #MecanismeExemptionSecuriteNationale;R1540
Ne sait pas;France;Entreprise privée ou publique;Grande;Infrastructure numérique;-;Fournisseur de services DNS, à l'exclusion des opérateurs de serveurs racines de noms de domaines;-;France;Régulée EE;#MecanismeExemptionSecuriteNationale;R1541
Ne sait pas;France;Entreprise privée ou publique;Grande;Infrastructure numérique;-;Fournisseur de services DNS, à l'exclusion des opérateurs de serveurs racines de noms de domaines;-;Autres États membres de l'Union Européenne;Régulée, sans précision EE/EI;#OSE, #NumeriqueEtabliEMUEhorsFrance ;R1542
Ne sait pas;France;Entreprise privée ou publique;Grande;Infrastructure numérique;-;Registre de noms de domaines de premier niveau;-;France;Régulée EE;#MecanismeExemptionSecuriteNationale;R1543
Ne sait pas;France;Entreprise privée ou publique;Grande;Infrastructure numérique;-;Registre de noms de domaines de premier niveau;-;Autres États membres de l'Union Européenne;Régulée, sans précision EE/EI;#OSE, #NumeriqueEtabliEMUEhorsFrance ;R1544
Ne sait pas;France;Entreprise privée ou publique;Grande;Infrastructure numérique;-;Fournisseur de services d'informatique en nuage;-;France;Régulée EE;#MecanismeExemptionSecuriteNationale;R1545
Ne sait pas;France;Entreprise privée ou publique;Grande;Infrastructure numérique;-;Fournisseur de services d'informatique en nuage;-;Autres États membres de l'Union Européenne;Régulée, sans précision EE/EI;#OSE, #NumeriqueEtabliEMUEhorsFrance ;R1546
Ne sait pas;France;Entreprise privée ou publique;Grande;Infrastructure numérique;-;Fournisseur de services de centres de données;-;France;Régulée EE;#MecanismeExemptionSecuriteNationale;R1547
Ne sait pas;France;Entreprise privée ou publique;Grande;Infrastructure numérique;-;Fournisseur de services de centres de données;-;Autres États membres de l'Union Européenne;Régulée, sans précision EE/EI;#OSE, #NumeriqueEtabliEMUEhorsFrance ;R1548
Ne sait pas;France;Entreprise privée ou publique;Grande;Infrastructure numérique;-;Fournisseur de réseaux de diffusion de contenu;-;France;Régulée EE;#MecanismeExemptionSecuriteNationale;R1549
Ne sait pas;France;Entreprise privée ou publique;Grande;Infrastructure numérique;-;Fournisseur de réseaux de diffusion de contenu;-;Autres États membres de l'Union Européenne;Régulée, sans précision EE/EI;#OSE, #NumeriqueEtabliEMUEhorsFrance ;R1550
Ne sait pas;France;Entreprise privée ou publique;Grande;Infrastructure numérique;-;Fournisseur des services d'enregistrement de noms de domaine;-;France;Régulée, enregistrement seul;#OSE, #EnregistrementNomsDeDomaine, #ResilienceEntiteCritique, #MecanismeExemptionSecuriteNationale;R1551
Ne sait pas;France;Entreprise privée ou publique;Grande;Infrastructure numérique;-;Fournisseur des services d'enregistrement de noms de domaine;-;Autres États membres de l'Union Européenne;Régulée, sans précision EE/EI;#OSE, #NumeriqueEtabliEMUEhorsFrance ;R1552
Ne sait pas;France;Entreprise privée ou publique;Grande;Infrastructure numérique;-;Prestataire de service de confiance qualifié;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1553
Ne sait pas;France;Entreprise privée ou publique;Grande;Infrastructure numérique;-;Prestataire de service de confiance non qualifié;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1554
Ne sait pas;France;Entreprise privée ou publique;Grande;Infrastructure numérique;-;Fournisseur de points d'échange internet;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1555
Ne sait pas;France;Entreprise privée ou publique;Grande;Infrastructure numérique;-;Autre activité;-;-;Non régulée;#OSE, #CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1556
Ne sait pas;France;Entreprise privée ou publique;Grande;Gestion des services TIC;-;Fournisseur de services gérés;-;France;Régulée EE;#MecanismeExemptionSecuriteNationale;R1557
Ne sait pas;France;Entreprise privée ou publique;Grande;Gestion des services TIC;-;Fournisseur de services gérés;-;Autres États membres de l'Union Européenne;Régulée, sans précision EE/EI;#OSE, #NumeriqueEtabliEMUEhorsFrance ;R1558
Ne sait pas;France;Entreprise privée ou publique;Grande;Gestion des services TIC;-;Fournisseur de services de sécurité gérés;-;France;Régulée EE;#MecanismeExemptionSecuriteNationale;R1559
Ne sait pas;France;Entreprise privée ou publique;Grande;Gestion des services TIC;-;Fournisseur de services de sécurité gérés;-;Autres États membres de l'Union Européenne;Régulée, sans précision EE/EI;#OSE, #NumeriqueEtabliEMUEhorsFrance ;R1560
Ne sait pas;France;Entreprise privée ou publique;Grande;Gestion des services TIC;-;Autre activité;-;-;Non régulée;#OSE, #CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1561
Ne sait pas;France;Entreprise privée ou publique;Grande;Fournisseurs numériques;-;Fournisseur de places de marché en ligne;-;France;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1562
Ne sait pas;France;Entreprise privée ou publique;Grande;Fournisseurs numériques;-;Fournisseur de places de marché en ligne;-;Autres États membres de l'Union Européenne;Régulée, sans précision EE/EI;#OSE, #NumeriqueEtabliEMUEhorsFrance ;R1563
Ne sait pas;France;Entreprise privée ou publique;Grande;Fournisseurs numériques;-;Fournisseur de moteurs de recherche en ligne;-;France;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1564
Ne sait pas;France;Entreprise privée ou publique;Grande;Fournisseurs numériques;-;Fournisseur de moteurs de recherche en ligne;-;Autres États membres de l'Union Européenne;Régulée, sans précision EE/EI;#OSE, #NumeriqueEtabliEMUEhorsFrance ;R1565
Ne sait pas;France;Entreprise privée ou publique;Grande;Fournisseurs numériques;-;Fournisseur de plateformes de services de réseaux sociaux;-;France;Régulée EI;#OSE, #CriteresDePossibleInclusion, #MecanismeExemptionSecuriteNationale, #ResilienceEntiteCritique;R1566
Ne sait pas;France;Entreprise privée ou publique;Grande;Fournisseurs numériques;-;Fournisseur de plateformes de services de réseaux sociaux;-;Autres États membres de l'Union Européenne;Régulée, sans précision EE/EI;#OSE, #NumeriqueEtabliEMUEhorsFrance ;R1567
Ne sait pas;France;Entreprise privée ou publique;Grande;Fournisseurs numériques;-;Autre activité;-;-;Non régulée;#OSE, #CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1568
Ne sait pas;France;Entreprise privée ou publique;Grande;Banques (secteur bancaire);-;Établissements de crédit;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale, #DORA;R1569
Ne sait pas;France;Entreprise privée ou publique;Grande;Banques (secteur bancaire);-;Autre activité;-;-;Non régulée;#OSE, #CriteresDePossibleInclusion, #DORA, #ResilienceEntiteCritique;R1570
Ne sait pas;France;Entreprise privée ou publique;Grande;Eau potable;-;Fournisseurs et distributeurs d'eaux destinées à la consommation humaine, à l'exclusion des distributeurs pour lesquels la distribution d'eaux destinées à la consommation humaine constitue une partie non essentielle de leur activité générale de distribution d'autres produits et biens;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1571
Ne sait pas;France;Entreprise privée ou publique;Grande;Eau potable;-;Autre activité;-;-;Non régulée;#OSE, #CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1572
Ne sait pas;France;Entreprise privée ou publique;Grande;Eaux usées;-;Entreprises collectant, évacuant ou traitant les eaux urbaines résiduaires, les eaux ménagères usées ou les eaux industrielles usées, à l'exclusion des entreprises pour lesquelles la collecte, l'évacuation ou le traitement des eaux urbaines résiduaires, des eaux ménagères usées ou des eaux industrielles usées constituent une partie non essentielle de leur activité générale;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1573
Ne sait pas;France;Entreprise privée ou publique;Grande;Eaux usées;-;Autre activité;-;-;Non régulée;#OSE, #CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1574
Ne sait pas;France;Entreprise privée ou publique;Grande;Énergie;Électricité;Acteurs du marché fournissant des services d'agrégation, de participation active de la demande ou de stockage d'énergie;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1575
Ne sait pas;France;Entreprise privée ou publique;Grande;Énergie;Électricité;Entreprise d'électricité remplissant une fonction de fourniture;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1576
Ne sait pas;France;Entreprise privée ou publique;Grande;Énergie;Électricité;Exploitants d'un point de recharge qui sont responsables de la gestion et de l'exploitation d'un point de recharge, lequel fournit un service de recharge aux utilisateurs finals, y compris au nom et pour le compte d'un prestataire de services de mobilité;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1577
Ne sait pas;France;Entreprise privée ou publique;Grande;Énergie;Électricité;Gestionnaire de réseau de distribution;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1578
Ne sait pas;France;Entreprise privée ou publique;Grande;Énergie;Électricité;Gestionnaire de réseau de transport;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1579
Ne sait pas;France;Entreprise privée ou publique;Grande;Énergie;Électricité;Opérateur désigné du marché ou NEMO;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1580
Ne sait pas;France;Entreprise privée ou publique;Grande;Énergie;Électricité;Producteurs;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1581
Ne sait pas;France;Entreprise privée ou publique;Grande;Énergie;Électricité;Autre activité;-;-;Non régulée;#OSE, #CriteresDePossibleInclusion, #ResilienceEntiteCritique;R1582
Ne sait pas;France;Entreprise privée ou publique;Grande;Énergie;Gaz;Entreprises de fourniture;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1583
Ne sait pas;France;Entreprise privée ou publique;Grande;Énergie;Gaz;Gestionnaires de réseau de distribution;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1584
Ne sait pas;France;Entreprise privée ou publique;Grande;Énergie;Gaz;Gestionnaire de réseau de transport;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1585
Ne sait pas;France;Entreprise privée ou publique;Grande;Énergie;Gaz;Gestionnaires d'installation de stockage;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1586
Ne sait pas;France;Entreprise privée ou publique;Grande;Énergie;Gaz;Gestionnaires d'installation de GNL;-;-;Régulée EE;#MecanismeExemptionSecuriteNationale;R1587
